year,"disaster type","Country iso, Country name",occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage"
2014,Flood,MYS,Malaysia,1,17,230000,0,0,230000,284000
2014,Flood,MMR,Myanmar,2,0,40000,0,0,40000,0
2014,Flood,PHL,Philippines,3,5,145130,0,0,145130,0
2014,Flood,THA,Thailand,4,29,131280,8,0,131288,10000
2014,"Industrial accident",IDN,Indonesia,3,46,0,5,0,5,0
2014,"Industrial accident",THA,Thailand,1,10,0,17,0,17,0
2014,Landslide,IDN,Indonesia,2,127,1900,0,2000,3900,0
2014,"Miscellaneous accident",PHL,Philippines,1,2,0,599,0,599,0
2014,Storm,PHL,Philippines,9,326,13066714,2269,0,13068983,1062899
2014,Storm,THA,Thailand,1,0,0,0,2000,2000,0
2014,Storm,VNM,"Viet Nam",3,38,48075,0,0,48075,10700
2014,"Transport accident",IDN,Indonesia,5,262,53,0,0,53,0
2014,"Transport accident",MYS,Malaysia,5,270,0,0,0,0,0
2014,"Transport accident",PHL,Philippines,1,0,14,0,0,14,0
2014,"Transport accident",THA,Thailand,3,75,0,53,0,53,0
2014,"Transport accident",VNM,"Viet Nam",1,16,0,5,0,5,0
2014,"Volcanic activity",IDN,Indonesia,2,39,115088,72,0,115160,186000
2014,"Volcanic activity",PHL,Philippines,1,0,60545,0,0,60545,0
